"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0001-7272-4049","53e9b083b7602d9703aee628","takaaki koyanagi","","takaaki koyanagi","takaaki koyanagi","tatsuya hinoki"
"0000-0002-1798-7249","56d83877dabfae2eee4ffd97","marcin andrzejak","","marcin andrzejak","marcin andrzejak","piotr kubisiak"
"0000-0002-6161-4415","56d84df1dabfae2eeeec72b8","bruno verschuere","","bruno verschuere","bruno verschuere",""
"0000-0002-5676-4013","53e9a539b7602d9702e5d088","tadashi kawamoto","","tadashi kawamoto","tadashi kawamoto","takehiko mori"
"0000-0003-2741-5890","5c0f8896da562944ac975ad4","oscar jalnefjord","","oscar jalnefjord","oscar jalnefjord","viktor johanson"
"0000-0001-5677-2964","56d8fa67dabfae2eeeaf2ae3","natsuko tokonami","","natsuko tokonami","natsuko tokonami","makoto kaneda"
"0000-0003-3420-4792","56d83a69dabfae2eee5be1c5","tânia fernandes","","tânia fernandes","tânia fernandes","mariana henriques"
"0000-0001-8707-304X","553c17e80cf2b2c73cb0972f","francisco javier","","francisco javier barón lópez","barón-lópez francisco javier","galán-mercant alejandro"
"0000-0001-5612-4713","53e99a85b7602d97022fb0cb","lluís sanmiquel","","lluís sanmiquel","lluís sanmiquel","joaquín edo"
"0000-0003-0947-5312","53e9b5c2b7602d9704109651","vânia d'almeida","","vânia d'almeida","vânia d'almeida","letı́cia l lobo"
"0000-0002-5845-887X","53e99c6eb7602d9702520c6d","daniel paternain","","daniel paternain","daniel paternain","ana pradera"
"0000-0002-9710-4265","53e9ad0ab7602d97036e8425","nicoletta spreti","","nicoletta spreti","nicoletta spreti","luciana luchetti"
"0000-0002-8884-2805","5c0f7ce7da562944ac7e472e","crystal harrison","","crystal harrison","crystal harrison","karthik gopalakrishnan"
"0000-0002-5733-9035","5c0f745ada562944ac6ab6e1","priyanka tavhare","","priyanka tavhare","priyanka tavhare","ajay chaudhari"
"0000-0002-8038-9989","56d81367dabfae2eee6155f8","giorgio grisetti","","giorgio grisetti","giorgio grisetti","cyrill stachniss"
"0000-0002-1119-7916","53e9b7e0b7602d970438d189","agostino giorgio","","agostino giorgio","agostino giorgio","anna gina perri"
"0000-0001-7697-9188","56d8338adabfae2eee317116","chris callewaert","","chris callewaert","chris callewaert","c bertelkamp"
"0000-0003-2389-7976","5c1367eeda56295a08a0b993","gareth lagerwall","","gareth lagerwall","gareth lagerwall","gregory kiker"
"0000-0002-4640-0574","56d8db72dabfae2eeeef8433","mariko matsumoto","","mariko matsumoto","mariko matsumoto","masato ohmi"
"0000-0002-2399-7910","53e99f35b7602d970280520b","lene baad-hansen","","lene baad-hansen","lene baad-hansen","elena serra"
"0000-0002-0528-7106","53e99bc6b7602d970246d675","nikolay houbenov","","nikolay houbenov","nikolay houbenov","janne ruokolainen"
"0000-0001-8076-0242","5add3e85a4d6e613fc7cb52b","arpit khandelwal","","arpit khandelwal","arpit khandelwal","jagannath nayak"
"0000-0002-8297-0574","53e9b8efb7602d97044d3eb3","walter finsinger","","walter finsinger","walter finsinger","stefan c. dekker"
"0000-0002-1474-1833","56d8dfc8dabfae2eee0aa8f3","yoshiki sugimoto","","yoshiki sugimoto","yoshiki sugimoto","masatoshi shioya"
"0000-0002-4341-9923","5c0f7116da562944ac63102e","valeria lencioni","","valeria lencioni","valeria lencioni",""
"0000-0002-0436-4480","5c136809da56295a08a0dea3","claudia wylezich","","claudia wylezich","claudia wylezich","julia walochnik"
"0000-0003-2284-6149","53e9a789b7602d97030c1d6b","chung-ping cheng","","chung-ping cheng","chung-ping cheng","yu-ping chang"
"0000-0002-5191-6655","53e9afa0b7602d97039ef9d0","aleksey yezerets","","aleksey yezerets","aleksey yezerets","neal w currier"
"0000-0002-0498-708X","56f0014f0cf276b2162584b8","hernandez-miranda","","luis r. hernandez-miranda","hernandez-miranda luis r","garratt alistair n"
"0000-0002-3680-935X","56d918dcdabfae2eee6c0e35","christophe romier","","christophe romier","christophe romier","gunter stier"
"0000-0003-3682-5963","53e9b9a0b7602d9704592302","yasmin abu-ghanem","","yasmin abu-ghanem","yasmin abu-ghanem","arie moran"
"0000-0002-7655-7118","53e9b6a7b7602d9704225cb5","jahna otterbacher","","jahna otterbacher","jahna otterbacher",""
"0000-0003-2608-3345","53e9b13eb7602d9703bbd3e9","sebastien delprat","","sebastien delprat","sebastien delprat","pavel cheben"
"0000-0002-1221-5207","56d927f1dabfae2eeec6ffe9","riccardo zecchina","","riccardo zecchina","riccardo zecchina","carla bosia"
"0000-0001-8245-998X","53e99ed1b7602d970279aad0","suma chakravarthy","","suma chakravarthy","suma chakravarthy","pradeep kumar burma"
"0000-0002-2683-683X","53e9b0d8b7602d9703b55b67","giovanni federico","","giovanni federico","giovanni federico",""
"0000-0001-9750-0877","56d82190dabfae2eeebff26e","mirco zaccariotto","","mirco zaccariotto","mirco zaccariotto","marco pertile"
"0000-0003-1841-6461","558c59bce4b02b9f07a698b2","papazafeiropoulos","","anastasios papazafeiropoulos","papazafeiropoulos, a.k.","kotsopoulos, s.a."
"0000-0002-7282-9841","56d92aacdabfae2eeed6c4c3","svetlana butylina","","svetlana butylina","svetlana butylina","ossi martikka"
"0000-0002-5398-6710","5c0f792dda562944ac75be36","nihal engin vrana","","nihal engin vrana","nihal engin vrana","alexandru gudima"
"0000-0002-2958-2409","59867f9b0cf2a407289608e2","jaya lakshmi uppu","","jaya lakshmi uppu","jaya lakshmi uppu","nekkanti shalini"
"0000-0002-6608-9066","53e9a46bb7602d9702d87e4a","cezary kowalewski","","cezary kowalewski","cezary kowalewski","wojciech mackiewicz"
"0000-0003-0222-668X","53e9a2ecb7602d9702bf7dff","františek hrouda","","františek hrouda","františek hrouda",""
"0000-0002-2845-5467","53e99cdfb7602d9702596926","christian keysers","","christian keysers","christian keysers","jojanneke a. bastiaansen"
"0000-0002-0584-6094","56d90cd4dabfae2eee22203a","shahrokh esmaeili","","shahrokh esmaeili","shahrokh esmaeili","gradimir v milovanovic"
"0000-0003-2094-4765","55a4003fc91b587b09697114","angela colantonio","","angela colantonio","angela colantonio otreg","peng"
"0000-0001-6505-0349","5c136691da56295a089e4a87","christian loesche","","christian loesche","christian loesche","yi cheng"
"0000-0003-0629-1286","53e9a6cab7602d9702fff0ae","umberto castiello","","umberto castiello","umberto castiello",""
"0000-0003-4605-2503","5c136898da56295a08a1ed51","helmuth haslacher","","helmuth haslacher","helmuth haslacher","thomas szekeres"
"0000-0003-2800-1032","5c3591dedf5b8c0b3c3a35d0","recamonde-mendoza","","mariana recamonde-mendoza","mariana recamonde-mendoza","luís h. canani"
"0000-0003-3469-1973","53e9a5b7b7602d9702ee2df9","cristina skrypnyk","","cristina skrypnyk","cristina skrypnyk","claudia harris"
"0000-0002-5792-7240","53e9c8e8b7602d9704d03867","anette strömberg","","anette strömberg","anette strömberg","anders karlsson"
"0000-0002-5841-1051","5c0f8133da562944ac87a94c","agnieszka bronisz","","agnieszka bronisz","agnieszka bronisz","ichiro nakano"
"0000-0002-9332-4789","53e99931b7602d970216ef0d","christopher riggs","","christopher riggs","christopher riggs","leo jeffcott"
"0000-0002-9813-1142","56d928bedabfae2eeecb0331","abdurrahman garba","","abdurrahman garba","abdurrahman garba","hatijah basri"
"0000-0002-8360-2386","5c0f7c8dda562944ac7d89ca","shigeki matsunaga","","shigeki matsunaga","shigeki matsunaga","shigeru okada"
"0000-0002-1467-1134","53e9b88bb7602d970445b9b0","giovanni sarnelli","","giovanni sarnelli","giovanni sarnelli","jan tack"
"0000-0002-9912-0349","5c0f8fc3da562944aca625bf","caroline duchaine","","caroline duchaine","caroline duchaine","hamza mbareche"
"0000-0002-7139-4903","53e9ade2b7602d97037ef0ce","yuichiro watanabe","","yuichiro watanabe","yuichiro watanabe","koichi hori"
"0000-0001-7270-2106","53e9ac7bb7602d9703653ebb","johan gabrielsson","","johan gabrielsson","johan gabrielsson","daniel l. traber"
"0000-0003-2096-2357","53e99f20b7602d97027ec0d6","mary pat harnegie","","mary pat harnegie","mary pat harnegie",""
"0000-0003-3028-5118","573698606e3b12023e726610","mohand bentobache","","mohand bentobache","mohand bentobache","yann kieffer"
"0000-0002-7832-2339","56d83dcbdabfae2eee702d43","masafumi fukagawa","","masafumi fukagawa","masafumi fukagawa","atsuko hosokawa"
"0000-0001-5781-9891","53e9a6a6b7602d9702fdbbe8","hélène sauzéon","","hélène sauzéon","hélène sauzéon","grégory wallet"
"0000-0003-1713-4307","53e9ab14b7602d970349cfcf","alfredo guglielmi","","alfredo guglielmi","alfredo guglielmi","anna tomezzoli"
"0000-0001-9694-0627","56d8e7dddabfae2eee3cdd1e","stefan platikanov","","stefan platikanov","stefan platikanov","roma tauler"
"0000-0001-8622-2883","53e9a310b7602d9702c19aa3","michael schmittel","","michael schmittel","michael schmittel","kingsuk mahata"
"0000-0002-0107-8411","56d9101fdabfae2eee3622bc","takashi furuhashi","","takashi furuhashi","takashi furuhashi","takatoshi ishiko"
"0000-0003-4459-3517","56d8fef8dabfae2eeecacc44","michele pistacchi","","michele pistacchi","michele pistacchi","manuela gioulis"
"0000-0002-3682-4429","53e9b833b7602d97043f186b","christoph wittmann","","christoph wittmann","christoph wittmann","alexander kann"
"0000-0002-3528-6729","56d92da7dabfae2eeee6cd0e","laura mazzocchetti","","laura mazzocchetti","laura mazzocchetti","maria pizzoli"
"0000-0003-2229-1120","53e9b66cb7602d97041d5283","florian kronenberg","","florian kronenberg","florian kronenberg","hansi weißensteiner"
"0000-0003-2374-3408","53e9b016b7602d9703a6c695","gyöngyi gyémánt","","gyöngyi gyémánt","gyöngyi gyémánt","györgy hovánszki"
"0000-0002-9188-8388","53e9b365b7602d9703e490e9","dominique brossard","","dominique brossard","dominique brossard","bret shaw"
"0000-0002-0600-6820","5c0f7940da562944ac75fb10","enza maria valente","","enza maria valente","enza maria valente","kailash p bhatia"
"0000-0002-9374-2868","56d839dcdabfae2eee587b75","eckart hasselbrink","","eckart hasselbrink","eckart hasselbrink","k lass"
"0000-0003-0981-8776","5c0f76f9da562944ac7090b7","beauregard-lacroix","","Éliane beauregard-lacroix","eliane beauregard-lacroix","christophe faure"
"0000-0003-4237-6025","53e99c7cb7602d970252b331","michael j. samways","","michael j. samways","michael j. samways","nigel s. cooper"
"0000-0002-8906-6430","53e9b9c7b7602d97045bbf93","leandro c. tabares","","leandro c. tabares","leandro c. tabares","jessica gätjens"
"0000-0003-0899-9026","56d92660dabfae2eeebd7570","jaroslav haslinger","","jaroslav haslinger","jaroslav haslinger","jan stebel"
"0000-0002-0649-5185","56d92c0fdabfae2eeede604f","alexander mellmann","","alexander mellmann","alexander mellmann","peter valentinweigand"
"0000-0003-0037-7740","56d9069ddabfae2eeefa6207","rosita gabbianelli","","rosita gabbianelli","rosita gabbianelli","stefania pucciarelli"
"0000-0001-8454-1602","5c0f7733da562944ac712845","denise loya-garcia","","denise loya-garcia","denise loya-garcia","juan carlos serna-ojeda"
"0000-0002-3252-3143","56d919d7dabfae2eee725939","zbigniew zwolinski","","zbigniew zwolinski","zbigniew zwolinski","jakub stachowiak"
"0000-0002-3361-6974","53e99dfeb7602d97026bf588","carmen martin-ruiz","","carmen martin-ruiz","carmen martin-ruiz","thomas von zglinicki"
"0000-0002-3052-0694","53e9a073b7602d970295b902","agustín gonzález","","agustín gonzález","agustín gonzález","laura domínguez"
"0000-0002-4228-1264","53e9ab5fb7602d97034fb8e5","claudio giovannini","","claudio giovannini","claudio giovannini","raffaella di cagno"
"0000-0001-8248-2151","56d905d3dabfae2eeef53e7b","alberto lanconelli","","alberto lanconelli","alberto lanconelli","aurel i stan"
"0000-0002-8656-7459","53e9b47cb7602d9703f7e4f2","asamanja chattoraj","","asamanja chattoraj","asamanja chattoraj","saumen kumar maitra"
"0000-0002-6215-2574","53e99885b7602d97020c1b08","eleftheria katsiri","","eleftheria katsiri","eleftheria katsiri","alan mycroft"
"0000-0002-9008-1312","53e99df0b7602d97026b14ce","janine reichenbach","","janine reichenbach","janine reichenbach","franziska hoche"
"0000-0003-4181-9402","5c0f8046da562944ac855421","adrianna mostowska","","adrianna mostowska","adrianna mostowska","dariusz bednarski"
"0000-0002-6309-1785","53e9a91ab7602d970326b288","martínez-Álvarez","","francisco martínez-Álvarez","f. martínez-Álvarez","m. martínez-ballesteros"
"0000-0003-3756-3563","53e9b457b7602d9703f54ed0","ignacio perez-juste","","ignacio perez-juste","ignacio perez-juste","luis carballeira"
"0000-0002-8307-3197","5c0f87fbda562944ac964b7b","michael hoffmeister","","michael hoffmeister","michael hoffmeister","ruth elisa eyl"
"0000-0002-0161-0535","5c136524da56295a089c5793","salvatore lo bianco","","salvatore lo bianco","salvatore lo bianco","matteo angelo cannizzaro"
"0000-0001-6342-4087","53e9ad34b7602d970371871c","yoshimasa takahashi","","yoshimasa takahashi","yoshimasa takahashi","masato miyoshi"
"0000-0003-4608-2059","53e9bc26b7602d970488ee2c","francesco gigliotti","","francesco gigliotti","francesco gigliotti","giorgio scano"
"0000-0002-3840-7610","53e99f48b7602d9702818a40","dariusz plewczynski","","dariusz plewczynski","dariusz plewczynski","indrajit saha"
"0000-0002-3934-6506","53e99f48b7602d970281c686","c. alberto figueroa","","c. alberto figueroa","c. alberto figueroa","christopher k. zarins"
"0000-0002-7107-6999","53e99d96b7602d970265676b","manfredi bruccoleri","","manfredi bruccoleri","manfredi bruccoleri","umberto la commare"
"0000-0002-4056-3225","55a5525b65ceb7cb02e83657","heinzelmann-schwarz","","viola heinzelmann-schwarz","heinzelmann-schwarz viola","goldstein darlene r"
"0000-0003-3003-8483","53e9b290b7602d9703d37678","marek wojciechowski","","marek wojciechowski","marek wojciechowski","sławomir milewski"
"0000-0003-4728-5499","53e9b833b7602d97043ed08b","christiane branlant","","christiane branlant","christiane branlant","johanes sri widada"
"0000-0001-5186-7710","53e9aca8b7602d970368710d","julie morand-ferron","","julie morand-ferron","julie morand-ferron",""
"0000-0003-2434-3852","53e9b0d1b7602d9703b4e36c","alex stagnaro-green","","alex stagnaro-green","alex stagnaro-green","eileen m. moser"
"0000-0002-5305-4032","5c3ed48de1cd8e0a9605c55c","shehrazade jekhmane","","shehrazade jekhmane","shehrazade jekhmane","christoph müller-hermes"
"0000-0002-9332-4770","555044e645ce0a409eb51d09","gabriel-miro muntean","","gabriel-miro muntean","gabriel-miro muntean","gabriel hogan"
"0000-0002-6126-0338","53e99edfb7602d97027acfcf","jean-baptiste burnet","","jean-baptiste burnet","jean-baptiste burnet","laurence leblanc"
"0000-0003-4921-9073","53e99931b7602d970217074f","vignesh muthuvijayan","","vignesh muthuvijayan","vignesh muthuvijayan","randy s. lewis"
"0000-0003-2950-3632","53e9b304b7602d9703dcb45a","cristina w. nogueira","","cristina w. nogueira","cristina w. nogueira","liliane a. scheid"
"0000-0003-0252-3107","53e9b94db7602d970453b273","cristiano bertolucci","","cristiano bertolucci","cristiano bertolucci","anna loy"
"0000-0002-7050-7961","5c3ed48de1cd8e0a9605c342","asmare yitayeh gelaw","","asmare yitayeh gelaw","asmare yitayeh gelaw","gashaw jember belay"
"0000-0002-0968-7473","53e9bdbfb7602d9704a6d20c","gustavo sousa pavani","","gustavo sousa pavani","gustavo sousa pavani","helio waldman"
"0000-0002-2199-4126","56d90d64dabfae2eee25bdb4","varodom charoensawan","","varodom charoensawan","varodom charoensawan","philip a wigge"
"0000-0003-1395-5001","53e99afdb7602d97023899b9","pericles loucopoulos","","pericles loucopoulos","pericles loucopoulos",""
"0000-0001-9081-1736","56d8e0e2dabfae2eee1112cb","alexandre ciaccafava","","alexandre ciaccafava","alexandre ciaccafava","a de poulpiquet"
"0000-0002-4000-4546","53e997c2b7602d9701faeb4f","jeffrey landercasper","","jeffrey landercasper","jeffrey landercasper","robert cuff"
"0000-0001-8927-2333","53e99a57b7602d97022c2a78","michael hadjiargyrou","","michael hadjiargyrou","michael hadjiargyrou","partap s khalsa"
"0000-0003-4133-0199","56d8c8bcdabfae2eee63c0e7","delly oliveira filho","","delly oliveira filho","delly oliveira filho","maria j de moraes"
"0000-0001-7692-1701","53e9b68eb7602d9704200296","karl petter lillerud","","karl petter lillerud","karl petter lillerud","per kofstad"
"0000-0003-2787-3859","53e9a058b7602d970293b73a","abdelkrim el-ghayoury","","abdelkrim el-ghayoury","abdelkrim el-ghayoury","harald hofmeier"
"0000-0001-7305-9845","5c0f8b01da562944ac9c4e87","ganesh babu manoharan","","ganesh babu manoharan","ganesh babu manoharan","jürgen vahter"
"0000-0001-8685-9665","53e99e45b7602d9702707849","leszek a. kleczkowski","","leszek a. kleczkowski","leszek a. kleczkowski","stanislaw karpinski"
"0000-0003-0261-1203","53e9a23fb7602d9702b48eec","annemieke van der wal","","annemieke van der wal","annemieke van der wal","johannes a. van veen"
"0000-0003-4117-7366","53e9ad81b7602d97037732e6","fadia sara ceccarelli","","fadia sara ceccarelli","fadia sara ceccarelli",""
"0000-0001-6761-2157","56d82f13dabfae2eee168ea7","joana schuelter boeing","","joana schuelter boeing","joana schuelter boeing","alessandro c martins"
"0000-0001-8755-7976","5c0f88d7da562944ac97ec7d","piangfan naksukpaiboon","","piangfan naksukpaiboon","piangfan naksukpaiboon","ylva ivarsson"
"0000-0001-5734-0899","53e9b587b7602d97040c96ca","md. sakirul islam khan","","md. sakirul islam khan","md. sakirul islam khan","kohzy hiramatsu"
"0000-0001-5548-4397","53e99fafb7602d9702888b6e","godecke-tobias blecken","","godecke-tobias blecken","godecke-tobias blecken","maria viklander"
"0000-0003-2328-2998","56d8f6fddabfae2eee99ce48","hamid reza pourghasemi","","hamid reza pourghasemi","hamid reza pourghasemi","zohre sadat pourtaghi"
"0000-0003-0183-7980","5c40a91b3a55acc114a454b7","madhankumar seenivasan","","madhankumar seenivasan","madhankumar seenivasan","v anand kumar"
"0000-0003-2758-8871","53e9bbfbb7602d9704859f3a","kazimierz ciechanowski","","kazimierz ciechanowski","kazimierz ciechanowski","karolina kędzierska"
"0000-0003-3231-6416","53e9a4f3b7602d9702e14b8a","jean-christophe ouallet","","jean-christophe ouallet","jean-christophe ouallet","hans-christian von bũdingen"
