"orcid","pm_id","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0001-7017-3888","28390936","giuliano garofolo","","giuliano garofolo","giuliano garofolo","diana di gioia"
"0000-0001-8365-7451","12544175","robin friedlander","","robin friedlander","robin friedlander","pauline lee"
"0000-0002-1244-6451","15714471","giuseppina pitari","","giuseppina pitari","giuseppina pitari","rodolfo ippoliti"
"0000-0002-5467-1374","16099753","thomas eickermann","","thomas eickermann","thomas eickermann","anke visser"
"0000-0002-7070-8720","19324447","katarzyna oszajca","","katarzyna oszajca","katarzyna oszajca","janusz szemraj"
"0000-0002-8808-6499","26857305","selvarani moodley","","selvarani moodley","selvarani moodley"," "
"0000-0002-7314-086X","31500861","abin chandrakumar","","abin chandrakumar","abin chandrakumar","rachael loeppky"
"0000-0003-3369-7468","27380413","anne chevallereau","","anne chevallereau","anne chevallereau","michael zimmermann"
"0000-0003-0355-3869","27452193","susanne e ulbrich","","susanne e ulbrich","susanne e ulbrich","erich möstl"
"0000-0002-1236-4210","28382694","bastiaan driehuys","","bastiaan driehuys","bastiaan driehuys","elianna a bier"
"0000-0003-3141-9122","21859681","argyrides argyrou","","argyrides argyrou","argyrides argyrou","angela bridges"
"0000-0003-4085-7941","31764261","drew westmoreland","","drew westmoreland","drew westmoreland","christian grov"
"0000-0002-4507-4607","23808758","verdonck-de leeuw","","irma verdonck-de leeuw","irma m verdonck-de leeuw","corien m eeltink"
"0000-0002-1390-7336","21607747","sedigheh borandeh","","sedigheh borandeh","sedigheh borandeh","amir abdolmaleki"
"0000-0002-5442-7582","25470056","keitaro yamashita","","keitaro yamashita","keitaro yamashita","fusamichi akita"
"0000-0002-6679-4152","30447654","mongkol lao-araya","","mongkol lao-araya","mongkol lao-araya","krongkarn sutham"
"0000-0003-1015-0726","16357318","winfried goettsch","","winfried goettsch","winfried goettsch","henning morawietz"
"0000-0003-3318-8268","18510799","aneek das bhowmik","","aneek das bhowmik","aneek das bhowmik","samikshan dutta"
"0000-0002-7163-1120","24795641","scott moye-rowley","","scott moye-rowley","w scott moye-rowley","sanjoy paul"
"0000-0002-5829-8589","25665440","carmine settembre","","carmine settembre","carmine settembre","diego l medina"
"0000-0003-0049-0217","26764904","henning schöttke","","henning schöttke","henning schöttke","anja sembill"
"0000-0003-1638-3993","26073216","paulo bettencourt","","paulo bettencourt","paulo bettencourt","marta couto"
"0000-0001-8794-7106","29952940","kunihiro ichinose","","kunihiro ichinose","kunihiro ichinose","shoichi fukui"
"0000-0002-1493-1768","28971598","antonino spinelli","","antonino spinelli","antonino spinelli","isacco montroni"
"0000-0002-7357-2793","25290037","christoph randler","","christoph randler","christoph randler","christina knauber"
"0000-0002-1896-2705","21156988","michael r lasarev","","michael r lasarev","michael r lasarev","steven k dobscha"
"0000-0003-2640-0793","29454109","sumit singh dagar","","sumit singh dagar","sumit singh dagar","sanjay kumar"
"0000-0001-5511-9090","24399248","yoshinori yoshida","","yoshinori yoshida","yoshinori yoshida","kiyotoshi sekiguchi"
"0000-0003-0059-7735","30348182","tim crocker-buque","","tim crocker-buque","tim crocker-buque","sandra mounier-jack"
"0000-0003-4159-8136","25925403","gainosuke sugiyama","","gainosuke sugiyama","gainosuke sugiyama","sophia tam"
"0000-0002-3796-1775","18381367","stefanos demertzis","","stefanos demertzis","stefanos demertzis"," "
"0000-0002-7051-8185","15458900","katherine hartmann","","katherine hartmann","katherine hartmann","joanne garrett"
"0000-0001-9307-3003","20880306","fuat emre canpolat","","fuat emre canpolat","fuat emre canpolat","murat yurdakök"
"0000-0002-1719-7220","29445934","nikolaos koulouris","","nikolaos koulouris","nikolaos koulouris","elisavet konstantelou"
"0000-0002-3076-762X","17445857","leonel gómez-sena","","leonel gómez-sena","leonel gómez-sena","ruben budelli"
"0000-0002-4935-7532","19646765","alkistis skalkidou","","alkistis skalkidou","alkistis skalkidou","spyros kyllekidis"
"0000-0002-9575-0722","21327337","sheela nampoothiri","","sheela nampoothiri","sheela nampoothiri"," mohandas nair k"
"0000-0002-1712-6131","24731011","liesbeth vandenput","","liesbeth vandenput","liesbeth vandenput","elizabeth barrett-connor"
"0000-0001-7268-5297","20881453","timo törmäkangas","","timo törmäkangas","timo törmäkangas","minna mänty"
"0000-0001-7035-0848","27188946","mercedes carnethon","","mercedes carnethon","mercedes carnethon","alain bertoni"
"0000-0002-8661-9132","26970377","roberto andreatini","","roberto andreatini","roberto andreatini","inara m r barcaro"
"0000-0002-6519-7727","31366835","hidetoshi tokuyama","","hidetoshi tokuyama","hidetoshi tokuyama","kyoko sugiyama"
"0000-0003-4764-0411","30047005","rebekah shallcross","","rebekah shallcross","rebekah shallcross","kate taylor"
"0000-0001-8378-088X","28636646","klaus zuberbühler","","klaus zuberbühler","klaus zuberbühler","catherine hobaiter"
"0000-0002-6970-0406","30301257","jaroslav kováčik","","jaroslav kováčik","jaroslav kováčik","liviu marsavina"
"0000-0002-9182-0586","24502597","guido macchiarelli","","guido macchiarelli","guido macchiarelli","annalisa castellucci"
"0000-0002-5209-0488","24454781","giuseppe nocentini","","giuseppe nocentini","giuseppe nocentini","serena racanicchi"
"0000-0002-1712-454X","26345372","ravirajsinh jadeja","","ravirajsinh jadeja","ravirajsinh jadeja","ranjitsinh v devkar"
"0000-0001-8213-7817","17709834","marie-pierre revel","","marie-pierre revel","marie-pierre revel","gilles chatellier"
"0000-0002-6533-0743","28248686","mobushir riaz khan","","mobushir riaz khan","mobushir riaz khan","haroon ahmed"
"0000-0003-1892-4343","25568096","elisabetta bigagli","","elisabetta bigagli","elisabetta bigagli","lisa giovannelli"
"0000-0001-8771-7271","29794104","diarmuid o'donovan","","diarmuid o'donovan","diarmuid o'donovan","brian mcnicholl"
"0000-0002-2334-8718","15538573","catherine carrillo","","catherine carrillo","catherine carrillo","linda bonen"
"0000-0001-9646-6208","29967024","ruqaiyyah siddiqui","","ruqaiyyah siddiqui","ruqaiyyah siddiqui","ayaz anwar"
"0000-0002-9938-3165","26406540","ioannis kakoulidis","","ioannis kakoulidis","ioannis kakoulidis","ekaterini politi"
"0000-0002-4586-203X","17065265","mario vaneechoutte","","mario vaneechoutte","mario vaneechoutte","lee jene teng"
"0000-0002-2782-9519","20967881","adelaide fernandes","","adelaide fernandes","adelaide fernandes","rui fernando marques silva"
"0000-0002-0465-8518","28971937","rui soares barbosa","","rui soares barbosa","rui soares barbosa","samson abramsky"
"0000-0001-7306-031X","26383953","anders albrechtsen","","anders albrechtsen","anders albrechtsen","oluf pedersen"
"0000-0003-4996-7012","16957246","birgitte regenberg","","birgitte regenberg","birgitte regenberg","renata usaite"
"0000-0002-3866-4537","3998478","dezutter-dambuyant","","colette dezutter-dambuyant","c dezutter-dambuyant","g cordier"
"0000-0002-7666-1441","17371543","maria yazdanbakhsh","","maria yazdanbakhsh","maria yazdanbakhsh","jeppe madura larsen"
"0000-0003-1997-0894","23876655","kateřina bišová","","kateřina bišová","kateřina bišová","milada vítová"
"0000-0002-8267-3027","18945992","bo feldt-rasmussen","","bo feldt-rasmussen","bo feldt-rasmussen","jens sandahl christiansen"
"0000-0003-4068-8092","12824550","michael niederweis","","michael niederweis","michael niederweis","christian heinz"
"0000-0002-5096-0857","18343230","toshifumi takeuchi","","toshifumi takeuchi","toshifumi takeuchi","masatoshi fujita"
"0000-0003-2886-7653","24411099","gianni pedrizzetti","","gianni pedrizzetti","gianni pedrizzetti","giovanni tonti"
"0000-0002-9575-0722","29931299","sheela nampoothiri","","sheela nampoothiri","sheela nampoothiri","ariana kariminejad"
"0000-0003-1383-2001","29133814","enea sancho-vaello","","enea sancho-vaello","enea sancho-vaello","kornelius zeth"
"0000-0002-4331-2675","27618794","christian schnepel","","christian schnepel","christian schnepel","marcel frese"
"0000-0003-2886-7653","28875298","gianni pedrizzetti","","gianni pedrizzetti","gianni pedrizzetti","stefano pedri"
"0000-0002-4713-2305","25968895","vincenzo de santis","","vincenzo de santis","vincenzo de santis","ivan de martino"
"0000-0002-6987-772X","23576305","antonella chillemi","","antonella chillemi","antonella chillemi","gianluca zaccarello"
"0000-0002-4917-033X","31694884","shintaro yamaguchi","","shintaro yamaguchi","shintaro yamaguchi","maria chondronikola"
"0000-0002-1193-0807","30669300","anne-sophie evrard","","anne-sophie evrard","anne-sophie evrard","marie lefèvre"
"0000-0001-6604-2332","22167072","simona kralj-fišer","","simona kralj-fišer","simona kralj-fišer","matjaž kuntner"
"0000-0003-4705-202X","16537803","william vainchenker","","william vainchenker","william vainchenker","florence bellanger"
"0000-0002-3482-1136","25757887","venerando rapisarda","","venerando rapisarda","venerando rapisarda","carla loreto"
"0000-0002-8196-4885","22113071","haralambos stamatis","","haralambos stamatis","haralambos stamatis","theodoros tsoufis"
"0000-0003-2605-1378","22114277","luis b tovar-y-romo","","luis b tovar-y-romo","luis b tovar-y-romo","daniel pomerantz"
"0000-0001-5558-7142","15192965","mitsuyoshi hirokawa","","mitsuyoshi hirokawa","mitsuyoshi hirokawa","toshiaki sano"
"0000-0001-7921-3807","29527266","kenneth siu ho chok","","kenneth siu ho chok","kenneth siu ho chok","tan to cheung"
"0000-0001-9521-042X","31081231","mikhail zvyagintsev","","mikhail zvyagintsev","mikhail zvyagintsev","martin klasen"
"0000-0001-6742-0526","23190522","amir ghorbanihaghjo","","amir ghorbanihaghjo","amir ghorbanihaghjo","hassan argani"
"0000-0001-9277-4086","31778424","carlos feitosa luna","","carlos feitosa luna","carlos feitosa luna","fernando luiz cavalcanti lundgren"
"0000-0003-0726-4378","30888057","sigurbergur karason","","sigurbergur karason","sigurbergur karason","olafur gudlaugsson"
"0000-0002-9718-5114","27822471","lakshmaiah sreerama","","lakshmaiah sreerama","lakshmaiah sreerama","rajani malla"
"0000-0002-1129-0790","24339955","raja sekhar nandety","","raja sekhar nandety","raja sekhar nandety","bruce d hammock"
"0000-0002-0204-0351","21840754","hamid reza bidkhori","","hamid reza bidkhori","hamid reza bidkhori","reza farid"
"0000-0001-7688-1826","23455261","ireneusz grulkowski","","ireneusz grulkowski","ireneusz grulkowski","benjamin potsaid"
"0000-0003-2829-8809","30060506","pilar domingo-calap","","pilar domingo-calap","pilar domingo-calap","jennifer delgado-martínez"
"0000-0002-4569-2659","19502536","maurizio castellano","","maurizio castellano","maurizio castellano","carlo cappelli"
"0000-0001-6391-7455","31648031","susanne dam nielsen","","susanne dam nielsen","susanne dam nielsen","thomas benfield"
"0000-0003-3767-0422","27781440","elisabetta michetti","","elisabetta michetti","elisabetta michetti","cristiana mammana"
"0000-0002-8825-1423","26772425","wojciech grudzinski","","wojciech grudzinski","wojciech grudzinski","wieslaw i gruszecki"
"0000-0001-7174-0821","27117230","patrick charbonneau","","patrick charbonneau","patrick charbonneau","yuan zhuang"
"0000-0001-7294-6346","24353471","abhishek srivastava","","abhishek srivastava","abhishek srivastava","chung-yuen hui"
"0000-0001-9264-1726","24453206","holger braunschweig","","holger braunschweig","holger braunschweig","johannes brand"
"0000-0002-0249-8258","9396626","yamaguchi-shinozaki","","kazuko yamaguchi-shinozaki","k yamaguchi-shinozaki","k shinozaki"
"0000-0003-2462-7150","24940671","marie-claude potier","","marie-claude potier","marie-claude potier","luce dauphinot"
"0000-0002-8424-3717","26231621","paul van de heyning","","paul van de heyning","paul van de heyning","andrea kleine punte"
"0000-0002-4201-1264","21127790","serge van calenbergh","","serge van calenbergh","serge van calenbergh","jan balzarini"
"0000-0003-4195-4858","14742544","vladimir vigdorovich","","vladimir vigdorovich","vladimir vigdorovich","cheryl a lancto"
"0000-0002-4054-5529","30040632","harini veeraraghavan","","harini veeraraghavan","harini veeraraghavan","darragh halpenny"
"0000-0001-6375-9645","31789002","christina fotopoulou","","christina fotopoulou","christina fotopoulou"," "
"0000-0002-7971-4289","27409831","anna maria colangelo","","anna maria colangelo","anna maria colangelo","marcella bonanomi"
"0000-0002-9804-898X","26458791","muhammad bilal munir","","muhammad bilal munir","muhammad bilal munir","muhammad shahzeb khan"
"0000-0001-9227-5535","23138407","bruno beomonte zobel","","bruno beomonte zobel","bruno beomonte zobel","emanuele leoncini"
"0000-0003-2759-8017","22885666","mirja van holderbeke","","mirja van holderbeke","mirja van holderbeke","mieke de maeyer"
"0000-0003-2743-7977","24817123","ruth murrell-lagnado","","ruth murrell-lagnado","ruth murrell-lagnado","michael x zhu"
"0000-0002-2612-6264","26458940","alessandro maloberti","","alessandro maloberti","alessandro maloberti","antonio maria agrati"
"0000-0003-1830-6043","18164160","bahram hemmateenejad","","bahram hemmateenejad","bahram hemmateenejad","ramin miri"
"0000-0002-9386-0434","21220769","gian maria rossolini","","gian maria rossolini","gian maria rossolini","alessandro bartoloni"
"0000-0003-2190-145X","29174662","bodil steen rasmussen","","bodil steen rasmussen","bodil steen rasmussen","sisse anette thomassen"
"0000-0003-4950-7155","16529421","daniel hernandez cruz","","daniel hernandez cruz","daniel hernandez cruz","michel pézolet"
"0000-0002-2669-7032","28254501","lena hammerlund teige","","lena hammerlund teige","lena hammerlund teige","morten lund"
"0000-0002-4814-5570","24473954","soraia da silva lopes","","soraia da silva lopes","soraia da silva lopes","mariana rabello laignier"
"0000-0002-6998-8403","22234420","aleksandra filipovska","","aleksandra filipovska","aleksandra filipovska","oliver rackham"
"0000-0001-7157-4923","27564995","sérgio luiz pinheiro","","sérgio luiz pinheiro","sérgio luiz pinheiro","giuliana rodrigues azenha"
"0000-0002-7203-4483","27623521","francisco castellanos","","francisco castellanos","francisco castellanos","prisciliano f de j cano-barrita"
"0000-0002-4868-1445","17451927","libero italo giannola","","libero italo giannola","libero italo giannola","giulia giandalia"
"0000-0001-6128-5650","25077961","bernardo dias pereira","","bernardo dias pereira","bernardo dias pereira","luísa raimundo"
"0000-0002-5011-0676","31750569","wendy van der geugten","","wendy van der geugten","wendy van der geugten","anne goossensen"
"0000-0001-7827-8481","16191707","jan-peter hildebrandt","","jan-peter hildebrandt","jan-peter hildebrandt","jens peter teifke"
"0000-0002-2829-8967","12605367","alexander stojadinovic","","alexander stojadinovic","alexander stojadinovic","aviram nissan"
"0000-0003-2689-2601","25892767","armando quintero-ramos","","armando quintero-ramos","armando quintero-ramos","fernando martínez-bustos"
"0000-0003-4737-9479","19162086","marie-christine pardon","","marie-christine pardon","marie-christine pardon","gillian a scullion"
"0000-0001-5621-1788","29387951","aleksandra cvetanović","","aleksandra cvetanović","aleksandra cvetanović","sabrina clavijo"
